course_id,name,description,visits,created_at,learning_notes,publish_time
1957,神经网络,"神经网络（ Artificial Neural Network ）是机器学习的一个重要算法，也是奠定深度学习发展的基础算法，它的思想影响了深度学习，使得深度学习成为人工智能中极为重要的技术之一。

神经网络作为一种常用的方法，是一种通过模仿生物的神经网络结构和功能的数学模型，也是一种自适应的计算模型。它通过感知外部信息的变化来改变系统的内部结构。神经网络由许多的神经元组成，神经元之间相互联系构成信息处理的庞大网络。假设做一件事情有多种途径，那么神经网络会告知设计者哪一种途径是最佳方式。

神经网络的优势在于它是一个能够通过现有数据进行自我学习、总结、归纳的系统，能够推理产生一个智能识别系统，从而成为人工智能技术中的重要基石。

通关本课程的所有实训后，学员应掌握神经网络所涉及的数学、机器学习、以及基本神经网络结构等知识，并且掌握如何使用当下热门的深度学习框架 PyTorch 来实现例如激活函数、损失函数等神经网络中的算法。",185,2020-07-16 15:00:03,本课程作为人工智能领域的关键性技术课程之一，主要介绍神经网络的基本原理和底层实现，学习本课程需要具备一定的 Python 编程开发基础以及人工智能基础。,
1958,样列实训,样列,39,2020-07-16 18:33:49,样列,
1968,Java EE开发实践,"本门课程从构建一个系统的框架着手，一步一步带你实现完整前后端的企业级应用，通过学习，你将掌握 Spring、SpringBoot、MyBatis 等框架的使用，会熟练运用这些框架搭建一个前后端结合的 Java 企业级应用，能胜任企业中 Java 工程师的工作。



<p align=""center"" >
<img  src=""/api/attachments/1014467"" alt=""""  height=""60%"" width=""80%""  />
</p >",353,2020-07-20 11:47:18,学习本课程，需要掌握一定的 Java SE、Java Web 以及数据库知识。,
1971,数据结构编程实验,123,23,2020-07-21 10:02:30,12,
1979,Java语言程序设计,"欢迎来到精彩的Java编程世界！

Java 是一门功能强大的面向对象编程语言，它摒弃了 C++ 语言中难以理解的多继承、指针等概念，保留了面向对象本该拥有的优雅性和稳健性。在经历了几十年的发展与成长之后，如今 Java 已被广泛应用于移动及桌面应用程序、Web应用程序、分布式系统和嵌入式系统应用程序等各个领域的软件开发中。

本实训套件融合了多部 Java 相关的经典教材，可以满足 Java 语言程序设计、面向对象程序设计等一系列计算机类基础教学活动。使得学习者在课堂学习之余，检验并提升自己的实际动手能力。

还等什么呢？赶紧开始挑战吧！",631,2020-07-24 10:22:00,认真完成老师布置的每一项实训作业。,
1981,前端编程基础,"前端技术是几乎所有程序员必须掌握的技能，通过本实训路径你将学习到一整套前端从入门到实战的课程。

还等什么呢，赶紧开始挑战吧。",291,2020-07-24 10:46:20,适合所有零基础的小伙伴,
1983,机器学习算法,"机器学习(Machine Learning)是一门多领域交叉学科，涉及概率论、统计学、最优化、算法复杂度理论等多个学科方向。专门研究如何借助计算机模拟实现人类的学习行为，以获取新的知识或技能，或者更好地组织已有的知识结构。机器学习是人工智能的核心，是使计算机具有智能的根本途径之一，其应用遍及人工智能的各个领域。
<center><img src=""https://www.educoder.net//api/attachments/1137982""></center>",180,2020-07-24 11:38:36,学习者需了解简单的python知识以及机器学习原理。,
1984,﻿数据结构与算法（C语言）,"在编写程序时，我们需要考虑如下问题：如何描述所涉及的数据的逻辑关系，如何存储这些数据及其逻辑关系，如何设计和实现对数据的操作算法。《数据结构与算法》就是回答这些问题的。当问题给定后，数据之间的逻辑关系就给定了，接下来设计合理的存储方式就很重要，它关系到对数据进行操作的算法如何实现。给定了逻辑结构和存储结构，最后还需要设计实现高效的对数据进行操作的算法。


《数据结构与算法》课程一般围绕线性结构、树、图这三种逻辑结构展开，介绍顺序存储、链接存储、索引存储、散列存储等存储方式，以及相应的算法设计与实现。本实训围绕《数据结构与算法》中典型结构和算法开展实战训练，涉及线性表、队列、栈、表达式、字符串、排序、查找、树、图等。目的是通过本实训，让你掌握典型数据结构的设计与算法实现。",167,2020-07-24 11:45:32,该实训需要 C 语言编程的经验。如果你已经掌握 C 语言，那么就可以进入本实训了。,
2001,程序设计基础（苏小红版教材）,"1. 配套《C语言大学实用教程》教材
2. 课程《程序设计基础》的实验、作业",286,2020-07-27 17:48:25,每个实训包含若干通关练习。,
2004,C语言基础,C语言基础,329,2020-07-29 19:56:52,C语言基础,
2022,数据结构,"数据结构是计算机存储和组织数据的方式，合理有效的数据结构设计能够提高计算机存储和运行数据的效率。在程序设计中，数据结构的选择是基本的考虑因素，对系统实现的复杂度和质量具有非常重要的影响。
本课程将介绍数据结构知识内容，包括线性结构、树形结构、图形结构与排序算法。

同学们学习完顺序表和链表，在使用查询操作较多的程序中，应该选择使用顺序表，而使用修改操作较多的程序中，应该选择使用链表；单向链表每次都从头到尾很麻烦，使用起来不方便怎么办？我们可以使用双向链表或者循环链表去弥补单向链表的不足。
同学们学习完栈，很多涉及后入先出的问题，例如函数递归就是个栈模型、Android的屏幕跳转就用到栈等情况，我们可以从中掌握栈的基本概念与基本算法。

同学们学习完队列，可以了解到队列的特殊之处：只允许在表的前端（front）进行删除操作，而在表的后端（rear）进行插入操作。和栈一样，队列是一种操作受限制的线性表。进行插入操作的端称为队尾，进行删除操作的端称为队头。

<center>
<img  style=""border: 1px solid #ddd"" src=""/api/attachments/189778"" alt=""""  height=""300""width=""500""  />  <br>
</center>
让我们来一起学习数据结构吧！",305,2020-08-03 09:49:29,本课程适合具有一定 C 语言基础的同学们学习。,
2054,基于大数据的企业岗位需求决策,"本课程从网络爬虫入手，获取招聘网站数据，结合 `Hadoop`、`mysql`、`Springboot`、`Echarts` 核心技术搭建一个大数据企业岗位需求的分析系统。
我们会通过几个步骤来实现一个大数据实战项目：

1. 数据采集；
2. 数据清洗；
3. 数据可视化。",679,2019-03-21 15:56:20,需要学员具备一定 Java基础 、 数据库基础,2019-03-21 16:36:29
2057,大数据课程教学示例,"当前以进入大数据时代，大数据已经成为众多企业乃至国家的重要发展战略。学习和掌握大数据相关核心技术，发现和挖掘大数据蕴含的巨大价值，已成为我们面临的迫切需求。

本实训路径将带领你从基础到实战，学习大数据领域的核心技术，从数据获取的基础知识，到数据分析的核心知识，在到大数据分析常用工具，以及目前最热门的大数据处理系统和集群系统，循序渐进，层层深入，帮助你掌握核心知识，锻炼逻辑思维，提升大数据项目开发能力。

学习完本套课程，你将从零基础的小白成长为一位能承担大数据项目的工程师。开启你的成长之旅吧！",8,2020-08-12 10:59:06,本课程适合零基础学习,
2059,数据挖掘实战,"学习内容：
1. 掌握numpy
2. 熟练使用pandas
3. 会绘制常用的图表
4. 掌握若干基本的机器学习算法
5. 运用机器学习算法进行数据分析",82,2020-08-13 09:04:55,"1. 完成规定的任务。
2. 提交实践报告。",
2060,数据结构与算法,"数据结构是计算机专业一门重要的专业基础课。通过本课程的学习，使得学生从数据逻辑结构、存储结构和基本运算算法设计三个层面掌握基本的数据组织和数据处理方法，能够从问题出发设计面向数据结构的求解算法，并能够对算法进行时间复杂度与空间复杂度分析。为后续课程如操作系统等课程学习打下基础。
通过上机实验，使学生了解数据结构的原理和特点。掌握线性表、栈和队列、串、数组和稀疏矩阵、树和二叉树、图、查找和排序等基本数据结构及其相关算法的设计。具备一定的利用数据结构方法求解实际问题的能力。
本课程源自国防科技大学祝恩教授的《数据结构与算法》，稍作修改，作为平台范例，祝教授的实训课程链接为：https://shixun.educoder.net/paths/4。",153,2020-08-13 10:46:19,"本实践内容按照章节展开，设计了基本实验内容和综合实验题目，要求学生能够从问题描述、数据组织到运算算法设计实现完整实验过程。最终成绩核算为实验综合成绩。考核方式分为：（1）课内考核环节，（2）期末考试：期末考试形式为笔试，以闭卷方式进行。
课程成绩评定方法：课程成绩构成有：期末笔试成绩、平时讨论与课后作业、随堂测试成绩、平时上机实验。后三项所占成绩比例加起来不低于30%。",
2065,大数据采集与预处理技术,暂空,39,2020-08-15 09:00:00,暂空,
2072,try,try,22,2020-08-19 09:27:47,try,
2075,6767,676767,11,2020-08-20 16:17:51,676767,
2090,是,对的,5,2020-08-22 13:50:22,对对对,
2098,湖南大学MSC-Python暑期授课,湖南大学MSC-Python暑期授课,308,2020-08-24 22:31:05,"遵守法律法规。
每次课程结束按时完成作业。",2020-09-07 17:29:14
2105,ceshi,test,8,2020-08-26 10:46:09,test,
2156,机器学习,"机器学习(Machine Learning)是一门多领域交叉学科，涉及概率论、统计学、最优化、算法复杂度理论等多个学科方向。专门研究如何借助计算机模拟实现人类的学习行为，以获取新的知识或技能，或者更好地组织已有的知识结构。机器学习是人工智能的核心，是使计算机具有智能的根本途径之一，其应用遍及人工智能的各个领域。

本实训课程包含了一系列机器学习实训内容，按照深入浅出算法原理，使用框架实战演练的思路，给各位学习者设计了一门清晰的从入门到精通的机器学习学习路径，助你轻松地掌握常见的机器学习算法的思想，为以后人工智能的学习打好基础。",7,2020-09-07 14:36:16,本课程作为人工智能专业方向的核心课程，主要介绍经典机器学习算法，主要包括广义线性模型、常用分类与聚类算法、集成学习算法以及降维算法等。学习本课程需要有一定的 Python 编程基础，NumPy 和 Pandas 等模块也需要有一定的了解，适合具有一定高数、线代、概率论与统计学知识和编程基础的学员。,
2157,深度学习,"随着计算机体系结构和云计算技术的发展，深度学习已经成为人工智能领域最为活跃的研究领域，并凭借其强大的特征抽象能力和学习能力，在计算机视觉、自然语言处理、语音处理等研究领域取得了举世瞩目的成就，已经成为这些领域的主流方法，并且极大的促进了相关领域的应用落地。深度学习的核心是深度神经网络，与之前的机器学习模型不同，它能够自动地从大量训练数据中对特征进行有效的学习，将特征提取和模型训练结合在一起，具有强大的学习能力。
本课程主要聚焦于深度学习和神经网络的基础知识，基于Python语言进行实战训练，从神经网络的底层实现出发，帮助我们更好地掌握神经网络的底层原理。",7,2020-09-07 14:52:57,本课程作为人工智能领域的关键性技术课程之一，主要介绍神经网络的基本原理和底层实现，学习本课程需要具备一定的Python编程开发基础以及人工智能基础。,
2164,创建课程,创建课程,33,2020-09-09 10:48:45,创建课程,
2172,dsdf 电风扇发的范德萨发生大幅度是范德萨范德萨发水电费水电费水电费水电费是飞洒发发呆时发多少发送到防守打法是地方按时,dsfsd ,55,2020-09-10 18:32:08,dsfad ,
2178,Java程序设计,Java程序设计实践内容,13,2020-09-11 21:43:51,按要求完成实验内容,
2180,计算机基础（C）2020秋," 2020秋季学期的《计算机基础（C）》的实训项目。
 每个章节包含三个层次的实训项目：
 1. 预习实训项目：紧跟在视频后的预习题目，包括选择题、编程题，其中编程题与视频中的例题基本相同，主要目的是通过练习理解例题。
 2. 上机实训项目：每次上机课的练习题目，一般包括3-5个选择题，2-3个编程题。
 3. 课后实训项目：课后作业，包括选择题和编程题，可以根据题目难度设置部分选做题，以便适应不同层次的学生。
 
每个单元设置一次用于在线测验的实训项目。",522,2020-09-12 19:14:11,课前完成视频观看以及预习实训项目，上机课完成第2部分的上机实训项目，课后根据学习能力尽量完成课后实训项目。,
2189,程序设计基础（C语言）实验课程,"   本课程针对现实环境中的各类数据对象，通过恰当的方法来存储数据、解决问题，通过理论联系实际，引导和启发学生掌握思考和解决问题的方法，达到举一反三的目的。
　　本课程将实训任务分为学习任务和练习任务两大类。学习任务中以案例为牵引，植入相关知识点的介绍，可用于学生初学知识点练习用；练习任务中的案例主要对应相关的知识点，可在具备了相关知识的情况下独立完成，可作为课后作业和测验使用。",649,2020-09-14 17:14:32,   适用对象：本课程适用于《 C 语言程序设计》或同类课程，适合所有零基础的学员自主学习 C 语言。,
2196,PHP程序设计基础,PHP程序设计基础,326,2020-09-16 09:51:31,PHP程序设计基础,
2198,人工智能基础课程设计,本课程通过系列上机实训项目深化学生对人工智能相关模型的基本原理、方法和技术及其应用案例的理解和掌握，并学会使用人工智能程序设计语言Python，能够用它解决一定难度的人工智能问题，具备对人工智能算法的编程实现能力和对复杂工程问题的分析、设计能力。,153,2020-09-17 14:56:04,期末考试范围涵盖所有讲授的内容，通过平时实训情况（50%）、课堂表现（10%）和期末成绩（40%）进行综合评定，着重考核人工智能常识、python基本应用和编程能力，着重考核学生利用人工智能基本理论综合分析问题和解决问题的能力。,
2201,云计算与大数据,"当前已进入大数据时代，大数据已经成为众多企业乃至国家的重要发展战略。学习和掌握大数据相关核心技术，发现和挖掘大数据蕴含的巨大价值，已成为我们面临的迫切需求。

本课程将带领你从基础到实战，学习大数据领域的核心技术，从数据获取的基础知识，到数据分析的核心知识，再到大数据分析常用工具，以及目前最热门的大数据处理系统和集群系统，循序渐进，层层深入，帮助你掌握核心知识，锻炼逻辑思维，提升大数据项目开发能力。学习完本套课程，你将从零基础的小白成长为一位能承担大数据项目的工程师。开启你的成长之旅吧！

![ 0 ]( /api/attachments/1169176 ""0"" )",52,2020-09-18 10:06:24,学习本课程需要具备一定的 Java 基础知识以及 Linux 知识。,
2202,C语言程序设计A实验,"掌握程序设计基本概念、基本数据类型、运算符和表达式、基本输入输出、控制结构、结构化程序开发方法等。
掌握C语言基本的数据结构、语法规则、控制结构和常用算法，学会用结构化程序设计方法编写清晰的程序。
独立编写一定质量的程序，运用C语言本身的特点来完成对问题对象的简单模型建构和方法的初步实现，能够应用VC++集成环境进行C语言的编写、编译与调试。",13,2020-09-18 13:16:53,"1．明确每次实验的目的及要求
2．记录实验中出现的问题和解决过程
3．写出实验的体会和实验过程中没能解决的问题
4．在规定时间之前提交每次实验报告
",
2205,多媒体应用,Java编程训练，首先进行基本语法训练，然后是小型项目训练。,13,2020-09-19 17:22:24,"1.掌握Java基础
2.掌握类与对象的使用
3.掌握继承与接口的使用
4.掌握Java关键字的特点",
2215,嵌入式系统训练基地C语言,"C语言是一种用途广泛、功能强大、使用灵活的过程性编程语言，既可用于编写应用软件，又能用于编写系统软件。
C语言有以下一些主要特点：
1）语言简洁，紧凑，使用方便，灵活。
2）运算符丰富。
3)数据类型丰富。
4）具有结构化的控制语句。
5）语法限制不太严格，程序设计自由度大。
6）C语言允许直接访问物理地址，能进行位（bit）操作，能实现汇编语言的大部分功能，可以直接对硬件进行操作。
7）用C语言编写的程序可移植性好。
8）生成目标代码质量高，程序执行效率高。
由于具有上述优点，C语言应用领域十分广泛，包括系统软件、游戏、网络软件、分布式系统、嵌入式系统等等。
本实训系列的目标是引导学习者掌握C语言，并具备使用它们进行问题求解的能力，为以后更进一步的学习、研究打好基础。",567,2020-09-22 19:21:48,"本实训课程适用于《C程序设计》或同类课程，支持“零基础”的同学自主学习C语言，对同学们的计算机和编程基础没有特殊要求。
本课程采用的教材为谭浩强老师主编的《C语言程序设计》第四版。",
2224,python自动化,暂无,41,2020-09-27 15:58:28,无,
2228,《大学计算机基础》2020秋季51,这是需要大家完成的实训,4,2020-09-28 18:17:38,按题目要求补充完代码或自行完成代码编写,
2229,通信原理—MATLAB实训,此实训路径是对MATLAB基础的进一步学习，在完成对于matlab矩阵分析，程序设计等阶段的学习之后，学习matlab的基础，matlab的绘图，数值计算，以及符号运算等功能，进一步了解matlab在科研与生产中的应用。,600,2020-09-28 19:22:26,需要了解`matlab`的基础语法，耐心细致的学习新的函数使用方法，在不了解使用的情况下，学会使用`matlab`的帮助来解决问题。,2020-09-29 15:03:01
2239,C语言程序设计,C语言基础知识的练习,15,2020-10-04 21:34:47,独立完成,
2245,数据库原理与应用-基于大规模实践的数据思维与能力训练,"**大数据时代，一切皆是数据。分析和管理数据成为每个人的必备技能，数据库课程已成为信息时代专业人才的必修课！**

国防科技大学开设的《数据库原理与应用》课程采用“做中学”的教育思想，其教学理念是“重基础、强实践、塑能力”，设计理论、实践和案例相融合的教学体系和框架，夯实数据库基础，打牢实践技能，拓展前沿技术，紧贴应用问题开展综合实践。 

经过多年的建设和实践，《数据库原理与应用》课程取得了很好效果。课程组获2014 - 2015 学年度国防科技大学教学优秀集体奖，2016年获军队教学成果三等奖和湖南省教学成果二等奖，2019 年获湖南省教学成果特等奖。课程组老师先后获湖南省信息化教学竞赛一等奖、军队育才银奖、国防科技大学教学质量奖和优秀教师奖等奖励。

本开放课程充分利用 EduCoder 平台教学评测一体化的特点，将课程知识点以游戏闯关的模式组织成层级递进的系列实训项目，选用典型应用问题和数据库管理系统作为实践主体，基于“全架构、全场景、全链条”的大规模实践培养数据思维与解决复杂数据管理问题的综合能力。
  
本课程包括实训任务、详细知识点讲解等内容，帮助学习者从整体把握理论课程脉络，在实践中针对细节知识点进行深度的学习。




---

<p align=""center"" >
<video src=""https://video.educoder.net/sv/104c4881-1763b064ca9/104c4881-1763b064ca9.mp4"" controls=""true"" controlslist=""nodownload"" width=""90%"" height=""55%"" poster=""https://video.educoder.net/06ea512797314b98865cc4d3d3872831/snapshots/9533fae2800846d887e87135322c269e-00005.jpg"">您的浏览器不支持 video 标签。</video>
</p>
<p align=""center"" >课程视频《课程介绍》</p>



---
",150185,2020-10-09 10:30:37,本实训课程系列适用于零基础的同学自主学习，对同学们的计算机和编程基础没有特殊要求。,2020-10-14 17:08:55
2246,数据库原理与应用,"MySQL是最流行的关系型数据库管理系统，在WEB应用方面MySQL是最好的RDBMS(Relational Database Management System：关系数据库管理系统)应用软件之一。

MySQL是一个关系型数据库管理系统，由瑞典MySQL AB公司开发，目前属于Oracle公司。MySQL是一种关联数据库管理系统，关联数据库将数据保存在不同的表中，而不是将所有数据放在一个大仓库内，这样就增加了速度并提高了灵活性。

在本课程中，会让大家快速掌握MySQL的基本知识，并轻松使用MySQL 数据库。",240,2020-10-09 17:28:17,本实训课程系列适用于零基础的同学自主学习，对同学们的计算机和编程基础没有特殊要求。,
2249,C语言程序设计（实验）,"《c语言程序设计》（实验）课程是一门重要的课程。其主要任务是使学生掌握C语言的基本概念与结构化程序设计方法等方面的知识。实验课是本课程重要的教学环节，其目的是使学生加深对讲授内容的理解，熟悉所用计算机系统的操作方法，学会上机调试程序；提高学生的动手能力和分析、解决问题的能力。
通过本实验课程，应达到以下几个教学目的
1．掌握各种类型数据及赋值语句的使用；
2．掌握结构化程序设计方法；
3．掌握数组的定义、赋值、输入输出；
4．掌握函数定义及函数调用；
5．理解指针的作用，能正确使用指向处理数组与字符串；
6．掌握结构体类型变量的定义和使用；
7．初步学会使用文件的打开、关闭、读、写等文件操作函数。",32,2020-10-10 13:33:21,"1、完成教学所必须的在线学习任务。
2、完成教学所必须的作业和提交。",
2260,11,111,13,2020-10-14 11:26:22,111,
2271,python-基础学习,#Python练习课,928,2020-10-17 09:19:18,Python基础入门课程,
2274,机器学习,"机器学习(Machine Learning)是一门多领域交叉学科，涉及概率论、统计学、最优化、算法复杂度理论等多个学科方向。专门研究如何借助计算机模拟实现人类的学习行为，以获取新的知识或技能，或者更好地组织已有的知识结构。机器学习是人工智能的核心，是使计算机具有智能的根本途径之一，其应用遍及人工智能的各个领域。

![](/api/attachments/960072)

本实训课程包含了一系列机器学习实训内容，按照深入浅出算法原理，使用框架实战演练的思路，给各位学习者设计了一门清晰的从入门到精通的机器学习学习路径，助你轻松地掌握常见的机器学习算法的思想，为以后人工智能的学习打好基础。

",527,2020-10-18 12:44:33,学习者需了解简单的 Python 知识以及机器学习原理。,
2276,数据结构,数据结构与算法分析,147,2020-10-19 09:44:21,按要求下课提交所做的内容,
2282,数据结构与算法,   数据结构是计算机相关专业的一门核心专业基础课程，是介于数学、计算机硬件和计算机软件三者之间的一门核心课程。“数据结构”这一门课的内容不仅是一般程序设计（特别是非数值性程序设计）的基础，而且是设计和实现编译程序、操作系统、数据库系统及其他系统程序的重要基础。,216,2020-10-20 14:49:34,"该实训需要 C /C++ 语言编程的经验。如果你已经掌握 C 语言，那么就可以进入本实训了。本实践课程参考教材如图：
![ 数据结构教材 ]( /api/attachments/1487708 ""数据结构教材"" )",
2284,Python程序设计立体化教程,"第一章 Python快速入门
第二章 Python语言基础
第三章 Pygame游戏编程
第四章 Django项目开发实战
第五章 爬虫入门实例",326,2020-10-21 09:37:21,学生务必要认真学习,
2310,java基础,测试,4,2020-10-26 19:28:11,测试,
2312,C语言程序设计,C语言一经出现就以其功能丰富、表达能力强、灵活方便、应用面广等特点迅速在全世界普及和推广。C语言不但执行效率高而且可移植性好，可以用来开发应用软件、驱动、操作系统等。C语言也是其它众多高级语言的鼻祖语言，所以说学习C语言是进入编程世界的必修课。,57,2020-10-26 20:48:02,d,
2329,计算机程序设计,程序设计,12,2020-10-30 10:59:55,零基础,
2345,数据库系统概论,"MySQL 是最流行的关系型数据库管理系统，在 WEB 应用方面 MySQL 是最好的 RDBMS(Relational Database Management System：关系数据库管理系统)应用软件之一。

MySQL 是一个关系型数据库管理系统，由瑞典 MySQL AB 公司开发，目前属于 Oracle 公司。MySQL 是一种关联数据库管理系统，关联数据库将数据保存在不同的表中，而不是将所有数据放在一个大仓库内，这样就增加了速度并提高了灵活性。

在本课程中，会让大家快速掌握 MySQL 的基本知识，并轻松使用 MySQL 数据库。",140,2020-11-02 09:28:46,"本实训课程系列适用于零基础的同学自主学习，对同学们的计算机和编程基础没有特殊要求。

",
2358,测试视频在课程中播放,"本课程在课程简介、实训简介及实训关卡等环节设置了包括课程介绍、章节介绍及详细知识点讲解等内容的 54 个课程视频，帮助学习者既能从整体把握课程脉络，也能针对细节的知识点进行深度的学习。
<video src=""http://outin-396971199eed11e991a100163e1c7426.oss-cn-shanghai.aliyuncs.com/sv/d9ebb63-16d1121663a/d9ebb63-16d1121663a.mp4"" controlslist=""nodownload"" controls=""true"" height=""55%"" width=""90%"">
</video>",27,2020-11-04 13:53:40,学习须知,
2360,数据分析与处理,数据分析,25,2020-11-05 10:34:02,数据分析,
2383,安老师python,是,4,2020-11-09 18:37:53,是的的,
2385,C语言程序设计,"《C语言程序设计》是很多院校在同学们学习完《大学计算机基础》或《信息技术导论》之后开设的第一门高级语言程序设计课，也是很多院校计算机公共基础课程，是大学生计算机素质教育的重要组成部分。对于理工类专业而言，本课程对于培养学生的工程实践能力和创新思维能力非常重要。

  本课程的教学目的是向学生介绍计算机程序设计的基本知识，使学生掌握C语言的基本内容及程序设计的基本方法与编程技巧，并通过基本的编程训练，培养大学生的计算机应用能力、逻辑思维能力、实践能力和创新能力，培养学生应用计算机解决和处理实际问题的思维方法与基本能力，为进一步学习和应用计算机打下基础。",22,2020-11-10 09:28:31,本课程要求学生具备基本的计算机基础知识和操作能力。,
2386,C++面向对象程序设计,"C 和 C++ 是历史最悠久、最受欢迎的程序设计语言。C++ 是 C 语言的面向对象扩展，是 C 语言的超集。除了面向对象编程等 C++ 特性之外，两种语言基本上是一致的。C 和 C++ 应用领域非常广泛，包括系统软件、游戏、网络软件、分布式系统、嵌入式系统等等。

目前国际、国内或者各知名 IT 企业组织的程序设计竞赛大多使用 C 和 C++ 语言，如 ACM/ICPC、Google 的 GCJ、Facebook 的 HackerRank、TopCoder、百度之星等，获得好的成绩相当于获得进入这些知名企业的通行证。

本课程的目标是引导学习者掌握 C++ 语言，并具备使用它们进行问题求解的能力，为求职或更进一步的学习、研究打好基础。",29,2020-11-10 10:11:49,本课程既适合 C&C++ 的初学者，也适合 C&C++ 程序员参考和巩固。高校学生、软件开发培训学员及相关求职人员都可以学习和练习。,
2393,算法分析与设计,"算法设计与分析是计算机专业的核心课程。学习该课程对学习其他专业课奠定了扎实的基础，也对培养计算思维和求解问题的能力起到重要作用。面对各个应用领域的大量实际问题，最重要的是分析问题的性质并选择正确的求解思路，即找到一个好的算法。特别是在当今复杂、海量信息的大数据处理中，一个好的算法往往起到决定性的作用。
课程介绍算法及其设计、分析的基础知识，并通过大量例题，讲解枚举法、递推法、分治法、贪婪算法、动态规划及与图搜索有关的算法策略。除此之外，还对算法设计基本工具的使用和算法设计中的技巧做了讲解。最后通过案例的一题多解进行算法设计的实践。
算法基础知识部分主要介绍算法相关的基本概念和数学基础。比如，什么是算法的伪码描述？什么是算法最坏情况下和平均情况下的时间复杂度？算法时间复杂度函数的主要性质，算法复杂度估计中常用的数学方法，如序列求和及递推方程求解。
通用算法设计技术与分析方法部分主要介绍分治策略、动态规划、贪心法、回溯与分支限界等算法设计技术。
<p aligh=""center"">
  <img src=""/api/attachments/1145937"" width=""100%"" heigh=""100%"">
</p>

",18,2020-11-10 15:46:36,掌握离散数学、 C语言和数据结构会更利于本课程的学习。,
2395,Java面向对象程序设计," Java 是一门功能强大的面向对象编程语言，它摒弃了 C++ 语言中难以理解的多继承、指针等概念，保留了面向对象本该拥有的优雅性和稳健性。在经历了20多年的发展与成长之后，如今 Java 已被广泛应用于移动及桌面应用程序、Web应用程序、分布式系统和嵌入式系统应用程序等各个领域的软件开发中。

本实训套件融合了多部 Java 相关的经典教材，可以满足 Java 语言程序设计、面向对象程序设计等一系列计算机类基础教学活动。使得学习者在课堂学习之余，检验并提升自己的实际动手能力。",6,2020-11-10 17:00:11,本实训课程适用于初识编程的同学们，支持 Java 编程学习与实训。,
2400,Java基础代码操作,Java简单代码练习。,10,2020-11-11 18:38:13,仅供练习，都能找到答案。,
2412,刘晨旭的实践课程,刘晨旭的实践课程,21,2020-11-14 21:09:54,刘晨旭的实践课程,
2419,python语言基础,都发生大发,9,2020-11-17 16:52:54,的说法是的 ,
2425,python___实训大全,学习python基础,354,2020-11-19 11:53:20,认真负责,
2427,Pythonython程序设计基础,"1.以问题实例为导向学习问题解决的思路与方法；
2.学习以Python为工具解决具体编程问题；",1148,2020-11-19 14:05:15,实践课程体系安排参考嵩天老师教材《Python语言程序设计基础》。,2020-12-24 17:24:40
2433,111,111,2,2020-11-19 16:41:26,111,
2434,Python程序设计-示例,Python,7,2020-11-19 19:58:51,零基础,
2441,网页设计与制作－19新闻学,本课程是19新闻学 网页设计与制作配套的在线实验。同学们在平台做题后能自动评分。总成绩将计入课程平时成绩。,18,2020-11-20 17:04:59,诚信为本，以练促学。,
2447,Python从入门到精通,课程简介课程简介课程简介课程简介课程简介课程简介课程简介课程简介课程简介课程简介课程简介课程简介课程简介。,5,2020-11-24 08:52:47,学习须知学习须知学习须知学习须知学习须知学习须知学习须知学习须知学习须知学习须知学习须知学习须知学习须知。,
2472,Python,111,3,2020-11-30 17:02:07,111,
2496,基于品高云数据湖的大数据开发实践课程,"品高云数据湖是集数据采集、存储、计算、共享、开放、应用的一站式大数据平台，已在公安、运营商、政府、轨道交通等多个行业落地大数据平台。本课程以品高云数据湖产品为依托，介绍了大数据存储计算、数据治理、人工智能及大数据发展趋势等理论知识，并开展系列实训课程，帮助学员开发实践，通过理论+实践的方式，切实保障学习效果。

 <p align=""center"" > 
<img   src=""/api/attachments/1432304"" alt=""""  height=""80%"" width=""80%""  />
</p>",1018,2020-12-02 14:52:13,学习本课程需要你了解大数据技术体系基础知识、品高云数据湖产品，掌握Java、Python 语言与 Linux 系统的基本操作。,2020-12-11 15:15:26
2500,离散数学实践课,离散数学（Discrete mathematics）是研究离散量的结构及其相互关系的数学学科，是现代数学的一个重要分支。离散的含义是指不同的连接在一起的元素，主要是研究基于离散量的结构和相互间的关系，其对象一般是有限个或可数个元素。离散数学在各学科领域，特别在计算机科学与技术领域有着广泛的应用，同时离散数学也是计算机专业的专业课程，如程序设计语言、数据结构、操作系统、编译技术、人工智能、数据库、算法设计与分析、理论计算机科学基础等必不可少的先行课程。通过离散数学的学习，不但可以掌握处理离散结构的描述工具和方法，为后续课程的学习创造条件，而且可以提高抽象思维和严格的逻辑推理能力，为将来参与创新性的研究和开发工作打下坚实的基础。,25,2020-12-03 14:50:49,适用对象：本课程适用于《离散数学》或同类课程，适合所有零基础的学员自主学习离散数学。,
2502,123,123,3,2020-12-03 20:55:33,123,
